Commodity,Date,Unit,Minimum,Maximum,Average
Mushroom(Kanya),2023-04-10,Kg,176,253,214
Spinach Leaf,2023-04-10,Kg,101,145,123
Mustard Leaf,2023-04-10,Kg,46,70,58
Coriander,2023-04-10,Kg,185,297,241
Garlic Dry Nepali,2023-04-10,Kg,252,327,289
Garlic Dry Chinese,2023-04-10,Kg,276,393,334
Ginger,2023-04-10,Kg,189,261,225
Chilly Green,2023-04-10,Kg,91,157,124
Capsicum,2023-04-10,Kg,121,169,145
Cucumber(Local),2023-04-10,Kg,77,104,90
Apple(Jholey),2023-04-10,Kg,173,303,238
Banana,2023-04-10,Dozen,126,159,142
Pomegranate,2023-04-10,Kg,271,481,376
Orange(Nepali),2023-04-10,Kg,102,172,137
Papaya(Indian),2023-04-10,Kg,88,138,113
Tomato Big(Nepali),2023-04-11,Kg,50,71,60
Tomato Small(Local),2023-04-11,Kg,35,64,49
Potato Red,2023-04-11,Kg,64,80,72
Potato White,2023-04-11,Kg,49,67,58
Onion Dry (Indian),2023-04-11,Kg,69,103,86
Carrot(Local),2023-04-11,Kg,103,145,124
Cabbage(Local),2023-04-11,Kg,34,61,47
Cauliflower Local,2023-04-11,Kg,64,92,78
Raddish White(Local),2023-04-11,Kg,23,45,34
Brinjal Long,2023-04-11,Kg,55,83,69
Cow pea(Long),2023-04-11,Kg,88,128,108
Green Peas,2023-04-11,Kg,152,202,177
French Bean(Local),2023-04-11,Kg,67,105,86
Bitter Gourd,2023-04-11,Kg,92,149,120
Bottle Gourd,2023-04-11,Kg,49,71,60
Pointed Gourd(Local),2023-04-11,Kg,71,113,92
Snake Gourd,2023-04-11,Kg,60,80,70
Sponge Gourd,2023-04-11,Kg,78,113,95
Pumpkin,2023-04-11,Kg,45,59,52
Squash(Long),2023-04-11,Kg,50,79,64
Okra,2023-04-11,Kg,86,111,98
Arum,2023-04-11,Kg,67,101,84
Barela,2023-04-11,Kg,43,74,58
Radish Red,2023-04-11,Kg,37,57,47
Mushroom(Button),2023-04-11,Kg,401,587,494
Mushroom(Kanya),2023-04-11,Kg,180,271,225
Spinach Leaf,2023-04-11,Kg,111,155,133
Mustard Leaf,2023-04-11,Kg,50,68,59
Coriander,2023-04-11,Kg,195,313,254
Garlic Dry Nepali,2023-04-11,Kg,223,358,290
Garlic Dry Chinese,2023-04-11,Kg,326,429,377
Ginger,2023-04-11,Kg,190,291,240
Chilly Green,2023-04-11,Kg,88,146,117
Capsicum,2023-04-11,Kg,118,181,149
Cucumber(Local),2023-04-11,Kg,68,117,92
Apple(Jholey),2023-04-11,Kg,193,292,242
Banana,2023-04-11,Dozen,122,178,150
Pomegranate,2023-04-11,Kg,292,411,351
Orange(Nepali),2023-04-11,Kg,103,162,132
Papaya(Indian),2023-04-11,Kg,96,149,122
Tomato Big(Nepali),2023-04-12,Kg,51,69,60
Tomato Small(Local),2023-04-12,Kg,33,67,50
Potato Red,2023-04-12,Kg,59,91,75
Potato White,2023-04-12,Kg,45,69,57
Onion Dry (Indian),2023-04-12,Kg,72,117,94
Carrot(Local),2023-04-12,Kg,92,145,118
Cabbage(Local),2023-04-12,Kg,39,57,48
Cauliflower Local,2023-04-12,Kg,61,106,83
Raddish White(Local),2023-04-12,Kg,25,47,36
Brinjal Long,2023-04-12,Kg,48,82,65
Cow pea(Long),2023-04-12,Kg,78,133,105
Green Peas,2023-04-12,Kg,137,177,157
French Bean(Local),2023-04-12,Kg,77,116,96
Bitter Gourd,2023-04-12,Kg,86,153,119
Bottle Gourd,2023-04-12,Kg,43,72,57
Pointed Gourd(Local),2023-04-12,Kg,71,117,94
Snake Gourd,2023-04-12,Kg,65,83,74
Sponge Gourd,2023-04-12,Kg,71,116,93
Pumpkin,2023-04-12,Kg,43,60,51
Squash(Long),2023-04-12,Kg,51,73,62
Okra,2023-04-12,Kg,81,116,98
Arum,2023-04-12,Kg,65,104,84
Barela,2023-04-12,Kg,47,68,57
Radish Red,2023-04-12,Kg,32,53,42
Mushroom(Button),2023-04-12,Kg,449,592,520
Mushroom(Kanya),2023-04-12,Kg,189,234,211
Spinach Leaf,2023-04-12,Kg,98,154,126
Mustard Leaf,2023-04-12,Kg,48,77,62
Coriander,2023-04-12,Kg,164,313,238
Garlic Dry Nepali,2023-04-12,Kg,257,370,313
Garlic Dry Chinese,2023-04-12,Kg,310,395,352
Ginger,2023-04-12,Kg,190,276,233
Chilly Green,2023-04-12,Kg,96,151,123
Capsicum,2023-04-12,Kg,117,164,140
Cucumber(Local),2023-04-12,Kg,75,111,93
Apple(Jholey),2023-04-12,Kg,186,295,240
Banana,2023-04-12,Dozen,117,170,143
Pomegranate,2023-04-12,Kg,313,433,373
Orange(Nepali),2023-04-12,Kg,91,151,121
Papaya(Indian),2023-04-12,Kg,96,147,121
Tomato Big(Nepali),2023-04-13,Kg,49,70,59
Tomato Small(Local),2023-04-13,Kg,39,61,50
Potato Red,2023-04-13,Kg,62,82,72
Potato White,2023-04-13,Kg,51,69,60
Onion Dry (Indian),2023-04-13,Kg,70,121,95
Carrot(Local),2023-04-13,Kg,99,139,119
Cabbage(Local),2023-04-13,Kg,33,54,43
Cauliflower Local,2023-04-13,Kg,65,92,78
Raddish White(Local),2023-04-13,Kg,24,40,32
Brinjal Long,2023-04-13,Kg,54,87,70
Cow pea(Long),2023-04-13,Kg,90,120,105
Green Peas,2023-04-13,Kg,142,178,160
French Bean(Local),2023-04-13,Kg,76,111,93
Bitter Gourd,2023-04-13,Kg,100,164,132
Bottle Gourd,2023-04-13,Kg,49,74,61
Pointed Gourd(Local),2023-04-13,Kg,72,117,94
Snake Gourd,2023-04-13,Kg,62,82,72
Sponge Gourd,2023-04-13,Kg,74,113,93
Pumpkin,2023-04-13,Kg,43,64,53
Squash(Long),2023-04-13,Kg,51,70,60
Okra,2023-04-13,Kg,82,112,97
Arum,2023-04-13,Kg,65,104,84
Barela,2023-04-13,Kg,46,65,55
Radish Red,2023-04-13,Kg,39,61,50
Mushroom(Button),2023-04-13,Kg,445,524,484
Mushroom(Kanya),2023-04-13,Kg,191,250,220
Spinach Leaf,2023-04-13,Kg,114,139,126
Mustard Leaf,2023-04-13,Kg,50,69,59
Coriander,2023-04-13,Kg,176,315,245
Garlic Dry Nepali,2023-04-13,Kg,249,322,285
Garlic Dry Chinese,2023-04-13,Kg,285,396,340
Ginger,2023-04-13,Kg,186,256,221
Chilly Green,2023-04-13,Kg,95,162,128
Capsicum,2023-04-13,Kg,122,173,147
Cucumber(Local),2023-04-13,Kg,77,108,92
Apple(Jholey),2023-04-13,Kg,182,328,255
Banana,2023-04-13,Dozen,108,180,144
Pomegranate,2023-04-13,Kg,323,430,376
Orange(Nepali),2023-04-13,Kg,87,150,118
Papaya(Indian),2023-04-13,Kg,90,145,117
Tomato Big(Nepali),2023-04-14,Kg,46,77,61
Tomato Small(Local),2023-04-14,Kg,35,65,50
Potato Red,2023-04-14,Kg,59,91,75
Potato White,2023-04-14,Kg,46,67,56
Onion Dry (Indian),2023-04-14,Kg,70,108,89
Carrot(Local),2023-04-14,Kg,102,128,115
Cabbage(Local),2023-04-14,Kg,36,53,44
Cauliflower Local,2023-04-14,Kg,56,106,81
Raddish White(Local),2023-04-14,Kg,22,47,34
Brinjal Long,2023-04-14,Kg,48,76,62
Cow pea(Long),2023-04-14,Kg,81,129,105
Green Peas,2023-04-14,Kg,150,186,168
French Bean(Local),2023-04-14,Kg,65,103,84
Bitter Gourd,2023-04-14,Kg,93,138,115
Bottle Gourd,2023-04-14,Kg,45,70,57
Pointed Gourd(Local),2023-04-14,Kg,65,116,90
Snake Gourd,2023-04-14,Kg,64,88,76
Sponge Gourd,2023-04-14,Kg,69,102,85
Pumpkin,2023-04-14,Kg,45,60,52
Squash(Long),2023-04-14,Kg,44,72,58
Okra,2023-04-14,Kg,83,122,102
Arum,2023-04-14,Kg,78,106,92
Barela,2023-04-14,Kg,48,64,56
Radish Red,2023-04-14,Kg,32,61,46
Mushroom(Button),2023-04-14,Kg,399,523,461
Mushroom(Kanya),2023-04-14,Kg,162,244,203
Spinach Leaf,2023-04-14,Kg,97,157,127
Mustard Leaf,2023-04-14,Kg,49,74,61
Coriander,2023-04-14,Kg,182,328,255
Garlic Dry Nepali,2023-04-14,Kg,238,366,302
Garlic Dry Chinese,2023-04-14,Kg,315,396,355
Ginger,2023-04-14,Kg,174,266,220
Chilly Green,2023-04-14,Kg,91,142,116
Capsicum,2023-04-14,Kg,111,184,147
Cucumber(Local),2023-04-14,Kg,68,110,89
Apple(Jholey),2023-04-14,Kg,192,325,258
Banana,2023-04-14,Dozen,107,169,138
Pomegranate,2023-04-14,Kg,275,431,353
Orange(Nepali),2023-04-14,Kg,91,165,128
Papaya(Indian),2023-04-14,Kg,91,146,118
Tomato Big(Nepali),2023-04-15,Kg,52,79,65
Tomato Small(Local),2023-04-15,Kg,38,63,50
Potato Red,2023-04-15,Kg,54,85,69
Potato White,2023-04-15,Kg,46,62,54
Onion Dry (Indian),2023-04-15,Kg,65,102,83
Carrot(Local),2023-04-15,Kg,88,129,108
Cabbage(Local),2023-04-15,Kg,34,55,44
Cauliflower Local,2023-04-15,Kg,57,104,80
Raddish White(Local),2023-04-15,Kg,25,40,32
Brinjal Long,2023-04-15,Kg,50,81,65
Cow pea(Long),2023-04-15,Kg,84,114,99
Green Peas,2023-04-15,Kg,148,173,160
French Bean(Local),2023-04-15,Kg,77,103,90
Bitter Gourd,2023-04-15,Kg,95,158,126
Bottle Gourd,2023-04-15,Kg,47,79,63
Pointed Gourd(Local),2023-04-15,Kg,68,103,85
Snake Gourd,2023-04-15,Kg,61,81,71
Sponge Gourd,2023-04-15,Kg,65,116,90
Pumpkin,2023-04-15,Kg,44,64,54
Squash(Long),2023-04-15,Kg,46,73,59
Okra,2023-04-15,Kg,76,114,95
Arum,2023-04-15,Kg,69,105,87
Barela,2023-04-15,Kg,46,75,60
Radish Red,2023-04-15,Kg,35,54,44
Mushroom(Button),2023-04-15,Kg,398,605,501
Mushroom(Kanya),2023-04-15,Kg,183,234,208
Spinach Leaf,2023-04-15,Kg,103,137,120
Mustard Leaf,2023-04-15,Kg,50,73,61
Coriander,2023-04-15,Kg,179,319,249
Garlic Dry Nepali,2023-04-15,Kg,260,365,312
Garlic Dry Chinese,2023-04-15,Kg,305,372,338
Ginger,2023-04-15,Kg,191,257,224
Chilly Green,2023-04-15,Kg,93,137,115
Capsicum,2023-04-15,Kg,111,165,138
Cucumber(Local),2023-04-15,Kg,67,102,84
Apple(Jholey),2023-04-15,Kg,186,334,260
Banana,2023-04-15,Dozen,115,164,139
Pomegranate,2023-04-15,Kg,300,417,358
Orange(Nepali),2023-04-15,Kg,96,149,122
Papaya(Indian),2023-04-15,Kg,91,135,113
Tomato Big(Nepali),2023-04-16,Kg,52,73,62
Tomato Small(Local),2023-04-16,Kg,35,66,50
Potato Red,2023-04-16,Kg,61,84,72
Potato White,2023-04-16,Kg,50,74,62
Onion Dry (Indian),2023-04-16,Kg,73,105,89
Carrot(Local),2023-04-16,Kg,95,150,122
Cabbage(Local),2023-04-16,Kg,38,61,49
Cauliflower Local,2023-04-16,Kg,63,106,84
Raddish White(Local),2023-04-16,Kg,24,47,35
Brinjal Long,2023-04-16,Kg,56,77,66
Cow pea(Long),2023-04-16,Kg,87,115,101
Green Peas,2023-04-16,Kg,133,202,167
French Bean(Local),2023-04-16,Kg,75,97,86
Bitter Gourd,2023-04-16,Kg,94,150,122
Bottle Gourd,2023-04-16,Kg,43,68,55
Pointed Gourd(Local),2023-04-16,Kg,73,108,90
Snake Gourd,2023-04-16,Kg,64,88,76
Sponge Gourd,2023-04-16,Kg,71,109,90
Pumpkin,2023-04-16,Kg,38,61,49
Squash(Long),2023-04-16,Kg,46,81,63
Okra,2023-04-16,Kg,81,106,93
Arum,2023-04-16,Kg,78,105,91
Barela,2023-04-16,Kg,46,64,55
Radish Red,2023-04-16,Kg,38,57,47
Mushroom(Button),2023-04-16,Kg,443,557,500
Mushroom(Kanya),2023-04-16,Kg,193,259,226
Spinach Leaf,2023-04-16,Kg,115,150,132
Mustard Leaf,2023-04-16,Kg,49,78,63
Coriander,2023-04-16,Kg,174,304,239
Garlic Dry Nepali,2023-04-16,Kg,239,327,283
Garlic Dry Chinese,2023-04-16,Kg,290,387,338
Ginger,2023-04-16,Kg,166,260,213
Chilly Green,2023-04-16,Kg,98,159,128
Capsicum,2023-04-16,Kg,114,183,148
Cucumber(Local),2023-04-16,Kg,74,117,95
Apple(Jholey),2023-04-16,Kg,194,332,263
Banana,2023-04-16,Dozen,115,170,142
Pomegranate,2023-04-16,Kg,297,475,386
Orange(Nepali),2023-04-16,Kg,91,150,120
Papaya(Indian),2023-04-16,Kg,99,129,114
Tomato Big(Nepali),2023-04-17,Kg,51,81,66
Tomato Small(Local),2023-04-17,Kg,34,60,47
Potato Red,2023-04-17,Kg,63,85,74
Potato White,2023-04-17,Kg,46,73,59
Onion Dry (Indian),2023-04-17,Kg,64,121,92
Carrot(Local),2023-04-17,Kg,87,141,114
Cabbage(Local),2023-04-17,Kg,37,57,47
Cauliflower Local,2023-04-17,Kg,53,104,78
Raddish White(Local),2023-04-17,Kg,25,40,32
Brinjal Long,2023-04-17,Kg,55,87,71
Cow pea(Long),2023-04-17,Kg,86,122,104
Green Peas,2023-04-17,Kg,137,198,167
French Bean(Local),2023-04-17,Kg,68,100,84
Bitter Gourd,2023-04-17,Kg,98,155,126
Bottle Gourd,2023-04-17,Kg,47,71,59
Pointed Gourd(Local),2023-04-17,Kg,78,116,97
Snake Gourd,2023-04-17,Kg,62,94,78
Sponge Gourd,2023-04-17,Kg,65,109,87
Pumpkin,2023-04-17,Kg,42,62,52
Squash(Long),2023-04-17,Kg,51,77,64
Okra,2023-04-17,Kg,84,112,98
Arum,2023-04-17,Kg,67,93,80
Barela,2023-04-17,Kg,46,74,60
Radish Red,2023-04-17,Kg,37,60,48
Mushroom(Button),2023-04-17,Kg,388,599,493
Mushroom(Kanya),2023-04-17,Kg,194,268,231
Spinach Leaf,2023-04-17,Kg,107,150,128
Mustard Leaf,2023-04-17,Kg,49,79,64
Coriander,2023-04-17,Kg,166,291,228
Garlic Dry Nepali,2023-04-17,Kg,216,318,267
Garlic Dry Chinese,2023-04-17,Kg,273,385,329
Ginger,2023-04-17,Kg,181,250,215
Chilly Green,2023-04-17,Kg,92,138,115
Capsicum,2023-04-17,Kg,129,188,158
Cucumber(Local),2023-04-17,Kg,74,110,92
Apple(Jholey),2023-04-17,Kg,167,330,248
Banana,2023-04-17,Dozen,125,189,157
Pomegranate,2023-04-17,Kg,323,418,370
Orange(Nepali),2023-04-17,Kg,89,171,130
Papaya(Indian),2023-04-17,Kg,101,126,113
Tomato Big(Nepali),2023-04-18,Kg,46,77,61
Tomato Small(Local),2023-04-18,Kg,33,67,50
Potato Red,2023-04-18,Kg,59,85,72
Potato White,2023-04-18,Kg,50,69,59
Onion Dry (Indian),2023-04-18,Kg,69,118,93
Carrot(Local),2023-04-18,Kg,99,134,116
Cabbage(Local),2023-04-18,Kg,33,52,42
Cauliflower Local,2023-04-18,Kg,63,105,84
Raddish White(Local),2023-04-18,Kg,23,41,32
Brinjal Long,2023-04-18,Kg,57,77,67
Cow pea(Long),2023-04-18,Kg,91,134,112
Green Peas,2023-04-18,Kg,141,197,169
French Bean(Local),2023-04-18,Kg,77,112,94
Bitter Gourd,2023-04-18,Kg,95,157,126
Bottle Gourd,2023-04-18,Kg,45,71,58
Pointed Gourd(Local),2023-04-18,Kg,76,106,91
Snake Gourd,2023-04-18,Kg,62,86,74
Sponge Gourd,2023-04-18,Kg,74,100,87
Pumpkin,2023-04-18,Kg,45,62,53
Squash(Long),2023-04-18,Kg,46,82,64
Okra,2023-04-18,Kg,80,113,96
Arum,2023-04-18,Kg,65,91,78
Barela,2023-04-18,Kg,51,69,60
Radish Red,2023-04-18,Kg,34,57,45
Mushroom(Button),2023-04-18,Kg,444,511,477
Mushroom(Kanya),2023-04-18,Kg,178,259,218
Spinach Leaf,2023-04-18,Kg,113,145,129
Mustard Leaf,2023-04-18,Kg,47,70,58
Coriander,2023-04-18,Kg,190,299,244
Garlic Dry Nepali,2023-04-18,Kg,257,370,313
Garlic Dry Chinese,2023-04-18,Kg,309,366,337
Ginger,2023-04-18,Kg,178,279,228
Chilly Green,2023-04-18,Kg,97,141,119
Capsicum,2023-04-18,Kg,123,163,143
Cucumber(Local),2023-04-18,Kg,67,118,92
Apple(Jholey),2023-04-18,Kg,182,311,246
Banana,2023-04-18,Dozen,124,169,146
Pomegranate,2023-04-18,Kg,324,454,389
Orange(Nepali),2023-04-18,Kg,97,161,129
Papaya(Indian),2023-04-18,Kg,93,135,114
Tomato Big(Nepali),2023-04-19,Kg,47,75,61
Tomato Small(Local),2023-04-19,Kg,38,58,48
Potato Red,2023-04-19,Kg,60,88,74
Potato White,2023-04-19,Kg,43,65,54
Onion Dry (Indian),2023-04-19,Kg,68,122,95
Carrot(Local),2023-04-19,Kg,104,147,125
Cabbage(Local),2023-04-19,Kg,33,51,42
Cauliflower Local,2023-04-19,Kg,61,92,76
Raddish White(Local),2023-04-19,Kg,25,42,33
Brinjal Long,2023-04-19,Kg,50,84,67
Cow pea(Long),2023-04-19,Kg,78,131,104
Green Peas,2023-04-19,Kg,154,191,172
French Bean(Local),2023-04-19,Kg,68,100,84
Bitter Gourd,2023-04-19,Kg,99,137,118
Bottle Gourd,2023-04-19,Kg,44,81,62
Pointed Gourd(Local),2023-04-19,Kg,72,104,88
Snake Gourd,2023-04-19,Kg,63,94,78
Sponge Gourd,2023-04-19,Kg,69,99,84
Pumpkin,2023-04-19,Kg,38,58,48
Squash(Long),2023-04-19,Kg,44,74,59
Okra,2023-04-19,Kg,84,109,96
Arum,2023-04-19,Kg,65,96,80
Barela,2023-04-19,Kg,49,69,59
Radish Red,2023-04-19,Kg,35,58,46
Mushroom(Button),2023-04-19,Kg,446,535,490
Mushroom(Kanya),2023-04-19,Kg,172,238,205
Spinach Leaf,2023-04-19,Kg,115,144,129
Mustard Leaf,2023-04-19,Kg,51,70,60
Coriander,2023-04-19,Kg,187,297,242
Garlic Dry Nepali,2023-04-19,Kg,246,355,300
Garlic Dry Chinese,2023-04-19,Kg,286,384,335
Ginger,2023-04-19,Kg,169,276,222
Chilly Green,2023-04-19,Kg,93,160,126
Capsicum,2023-04-19,Kg,116,160,138
Cucumber(Local),2023-04-19,Kg,74,115,94
Apple(Jholey),2023-04-19,Kg,161,340,250
Banana,2023-04-19,Dozen,130,162,146
Pomegranate,2023-04-19,Kg,285,462,373
Orange(Nepali),2023-04-19,Kg,100,150,125
Papaya(Indian),2023-04-19,Kg,94,138,116
Tomato Big(Nepali),2023-04-20,Kg,50,77,63
Tomato Small(Local),2023-04-20,Kg,34,61,47
Potato Red,2023-04-20,Kg,57,84,70
Potato White,2023-04-20,Kg,49,68,58
Onion Dry (Indian),2023-04-20,Kg,77,120,98
Carrot(Local),2023-04-20,Kg,100,138,119
Cabbage(Local),2023-04-20,Kg,39,61,50
Cauliflower Local,2023-04-20,Kg,55,95,75
Raddish White(Local),2023-04-20,Kg,23,46,34
Brinjal Long,2023-04-20,Kg,53,79,66
Cow pea(Long),2023-04-20,Kg,86,123,104
Green Peas,2023-04-20,Kg,132,196,164
French Bean(Local),2023-04-20,Kg,68,98,83
Bitter Gourd,2023-04-20,Kg,98,149,123
Bottle Gourd,2023-04-20,Kg,51,75,63
Pointed Gourd(Local),2023-04-20,Kg,73,121,97
Snake Gourd,2023-04-20,Kg,64,82,73
Sponge Gourd,2023-04-20,Kg,71,114,92
Pumpkin,2023-04-20,Kg,40,59,49
Squash(Long),2023-04-20,Kg,46,79,62
Okra,2023-04-20,Kg,79,110,94
Arum,2023-04-20,Kg,70,96,83
Barela,2023-04-20,Kg,51,64,57
Radish Red,2023-04-20,Kg,38,61,49
Mushroom(Button),2023-04-20,Kg,429,516,472
Mushroom(Kanya),2023-04-20,Kg,185,242,213
Spinach Leaf,2023-04-20,Kg,107,162,134
Mustard Leaf,2023-04-20,Kg,43,69,56
Coriander,2023-04-20,Kg,181,291,236
Garlic Dry Nepali,2023-04-20,Kg,244,364,304
Garlic Dry Chinese,2023-04-20,Kg,305,426,365
Ginger,2023-04-20,Kg,182,276,229
Chilly Green,2023-04-20,Kg,92,152,122
Capsicum,2023-04-20,Kg,128,180,154
Cucumber(Local),2023-04-20,Kg,76,109,92
Apple(Jholey),2023-04-20,Kg,182,298,240
Banana,2023-04-20,Dozen,113,181,147
Pomegranate,2023-04-20,Kg,317,412,364
Orange(Nepali),2023-04-20,Kg,103,156,129
Papaya(Indian),2023-04-20,Kg,98,137,117
Tomato Big(Nepali),2023-04-21,Kg,46,68,57
Tomato Small(Local),2023-04-21,Kg,32,58,45
Potato Red,2023-04-21,Kg,60,80,70
Potato White,2023-04-21,Kg,42,69,55
Onion Dry (Indian),2023-04-21,Kg,68,121,94
Carrot(Local),2023-04-21,Kg,87,147,117
Cabbage(Local),2023-04-21,Kg,36,56,46
Cauliflower Local,2023-04-21,Kg,61,106,83
Raddish White(Local),2023-04-21,Kg,22,41,31
Brinjal Long,2023-04-21,Kg,55,88,71
Cow pea(Long),2023-04-21,Kg,87,125,106
Green Peas,2023-04-21,Kg,132,199,165
French Bean(Local),2023-04-21,Kg,70,103,86
Bitter Gourd,2023-04-21,Kg,86,161,123
Bottle Gourd,2023-04-21,Kg,52,80,66
Pointed Gourd(Local),2023-04-21,Kg,68,113,90
Snake Gourd,2023-04-21,Kg,60,80,70
Sponge Gourd,2023-04-21,Kg,72,109,90
Pumpkin,2023-04-21,Kg,41,61,51
Squash(Long),2023-04-21,Kg,46,69,57
Okra,2023-04-21,Kg,85,102,93
Arum,2023-04-21,Kg,69,93,81
Barela,2023-04-21,Kg,48,73,60
Radish Red,2023-04-21,Kg,33,59,46
Mushroom(Button),2023-04-21,Kg,443,556,499
Mushroom(Kanya),2023-04-21,Kg,169,234,201
Spinach Leaf,2023-04-21,Kg,110,141,125
Mustard Leaf,2023-04-21,Kg,46,67,56
Coriander,2023-04-21,Kg,186,284,235
Garlic Dry Nepali,2023-04-21,Kg,218,339,278
Garlic Dry Chinese,2023-04-21,Kg,293,403,348
Ginger,2023-04-21,Kg,165,261,213
Chilly Green,2023-04-21,Kg,87,152,119
Capsicum,2023-04-21,Kg,114,160,137
Cucumber(Local),2023-04-21,Kg,71,102,86
Apple(Jholey),2023-04-21,Kg,195,313,254
Banana,2023-04-21,Dozen,112,179,145
Pomegranate,2023-04-21,Kg,290,429,359
Orange(Nepali),2023-04-21,Kg,99,160,129
Papaya(Indian),2023-04-21,Kg,93,131,112
Tomato Big(Nepali),2023-04-22,Kg,43,68,55
Tomato Small(Local),2023-04-22,Kg,32,62,47
Potato Red,2023-04-22,Kg,53,94,73
Potato White,2023-04-22,Kg,51,64,57
Onion Dry (Indian),2023-04-22,Kg,67,106,86
Carrot(Local),2023-04-22,Kg,88,130,109
Cabbage(Local),2023-04-22,Kg,34,59,46
Cauliflower Local,2023-04-22,Kg,59,100,79
Raddish White(Local),2023-04-22,Kg,23,42,32
Brinjal Long,2023-04-22,Kg,54,74,64
Cow pea(Long),2023-04-22,Kg,81,125,103
Green Peas,2023-04-22,Kg,130,204,167
French Bean(Local),2023-04-22,Kg,70,98,84
Bitter Gourd,2023-04-22,Kg,96,146,121
Bottle Gourd,2023-04-22,Kg,45,74,59
Pointed Gourd(Local),2023-04-22,Kg,74,109,91
Snake Gourd,2023-04-22,Kg,57,90,73
Sponge Gourd,2023-04-22,Kg,66,106,86
Pumpkin,2023-04-22,Kg,39,66,52
Squash(Long),2023-04-22,Kg,45,70,57
Okra,2023-04-22,Kg,80,114,97
Arum,2023-04-22,Kg,72,99,85
Barela,2023-04-22,Kg,48,62,55
Radish Red,2023-04-22,Kg,33,56,44
Mushroom(Button),2023-04-22,Kg,419,609,514
Mushroom(Kanya),2023-04-22,Kg,163,231,197
Spinach Leaf,2023-04-22,Kg,113,146,129
Mustard Leaf,2023-04-22,Kg,49,75,62
Coriander,2023-04-22,Kg,163,286,224
Garlic Dry Nepali,2023-04-22,Kg,220,355,287
Garlic Dry Chinese,2023-04-22,Kg,267,387,327
Ginger,2023-04-22,Kg,193,297,245
Chilly Green,2023-04-22,Kg,91,136,113
Capsicum,2023-04-22,Kg,114,166,140
Cucumber(Local),2023-04-22,Kg,64,116,90
Apple(Jholey),2023-04-22,Kg,185,282,233
Banana,2023-04-22,Dozen,109,170,139
Pomegranate,2023-04-22,Kg,311,475,393
Orange(Nepali),2023-04-22,Kg,86,158,122
Papaya(Indian),2023-04-22,Kg,91,126,108
Tomato Big(Nepali),2023-04-23,Kg,50,79,64
Tomato Small(Local),2023-04-23,Kg,37,63,50
Potato Red,2023-04-23,Kg,63,85,74
Potato White,2023-04-23,Kg,51,64,57
Onion Dry (Indian),2023-04-23,Kg,77,114,95
Carrot(Local),2023-04-23,Kg,104,142,123
Cabbage(Local),2023-04-23,Kg,35,57,46
Cauliflower Local,2023-04-23,Kg,57,95,76
Raddish White(Local),2023-04-23,Kg,24,44,34
Brinjal Long,2023-04-23,Kg,51,74,62
Cow pea(Long),2023-04-23,Kg,87,135,111
Green Peas,2023-04-23,Kg,143,175,159
French Bean(Local),2023-04-23,Kg,66,99,82
Bitter Gourd,2023-04-23,Kg,90,153,121
Bottle Gourd,2023-04-23,Kg,52,79,65
Pointed Gourd(Local),2023-04-23,Kg,67,101,84
Snake Gourd,2023-04-23,Kg,62,94,78
Sponge Gourd,2023-04-23,Kg,70,100,85
Pumpkin,2023-04-23,Kg,41,59,50
Squash(Long),2023-04-23,Kg,49,78,63
Okra,2023-04-23,Kg,91,119,105
Arum,2023-04-23,Kg,72,107,89
Barela,2023-04-23,Kg,48,71,59
Radish Red,2023-04-23,Kg,34,57,45
Mushroom(Button),2023-04-23,Kg,451,537,494
Mushroom(Kanya),2023-04-23,Kg,164,268,216
Spinach Leaf,2023-04-23,Kg,96,140,118
Mustard Leaf,2023-04-23,Kg,43,79,61
Coriander,2023-04-23,Kg,191,306,248
Garlic Dry Nepali,2023-04-23,Kg,213,324,268
Garlic Dry Chinese,2023-04-23,Kg,295,412,353
Ginger,2023-04-23,Kg,171,284,227
Chilly Green,2023-04-23,Kg,103,154,128
Capsicum,2023-04-23,Kg,107,190,148
Cucumber(Local),2023-04-23,Kg,76,114,95
Apple(Jholey),2023-04-23,Kg,169,339,254
Banana,2023-04-23,Dozen,112,163,137
Pomegranate,2023-04-23,Kg,291,407,349
Orange(Nepali),2023-04-23,Kg,90,164,127
Papaya(Indian),2023-04-23,Kg,99,125,112
Tomato Big(Nepali),2023-04-24,Kg,44,74,59
Tomato Small(Local),2023-04-24,Kg,37,65,51
Potato Red,2023-04-24,Kg,58,88,73
Potato White,2023-04-24,Kg,51,62,56
Onion Dry (Indian),2023-04-24,Kg,67,120,93
Carrot(Local),2023-04-24,Kg,92,141,116
Cabbage(Local),2023-04-24,Kg,33,59,46
Cauliflower Local,2023-04-24,Kg,63,94,78
Raddish White(Local),2023-04-24,Kg,23,43,33
Brinjal Long,2023-04-24,Kg,54,86,70
Cow pea(Long),2023-04-24,Kg,81,129,105
Green Peas,2023-04-24,Kg,150,174,162
French Bean(Local),2023-04-24,Kg,69,112,90
Bitter Gourd,2023-04-24,Kg,85,161,123
Bottle Gourd,2023-04-24,Kg,43,75,59
Pointed Gourd(Local),2023-04-24,Kg,68,108,88
Snake Gourd,2023-04-24,Kg,62,90,76
Sponge Gourd,2023-04-24,Kg,65,96,80
Pumpkin,2023-04-24,Kg,37,61,49
Squash(Long),2023-04-24,Kg,45,81,63
Okra,2023-04-24,Kg,89,121,105
Arum,2023-04-24,Kg,74,95,84
